地 区	发病数	死亡数	发病率	死亡率	time
甘肃省	105	0	0.4106		2011-06
山西省	7	0	0.0195		2012-03
湖北省	520	1	0.9134	0.0018	2007-04
建设兵团	2	0	0.0774		2008-10
广东省	394	0	0.3719		2013-02
上海市	18	0	0.0969		2008-10
福建省	2	0	0.0054		2012-04
上海市	67	0	0.3606		2008-02
北京市	8	0	0.0387		2013-09
黑龙江省	23	0	0.0604		2005-03
河南省	111	0	0.119		2005-10
全国	231	0	0.0171		2012-02
山西省	318	0	0.9535		2005-02
湖北省	735	1	1.2897	0.0018	2008-05
甘肃省	6	0	0.0228		2009-09
河南省	333	0	0.3546		2007-11
甘肃省	30	0	0.1163		2005-09
贵州省	1	0	0.0029		2015-12
陕西省	123	0	0.3258		2015-04
内蒙古	739	0	3.1115		2005-05
山东省	84	0	0.0877		2011-05
浙江省	108	0	0.2085		2010-03
辽宁省	2	0	0.0046		2010-09
山东省	30	0	0.0327		2004-02
天津市	9	0	0.0807		2008-12
广东省	640	0	0.701		2005-03
全国	13235	20	1.0017	0.0015	2008-01
湖北省	173	0	0.2983		2014-07
山东省	172	0	0.1757		2015-07
湖北省	88	0	0.1523		2013-04
江苏省	91	0	0.1157		2011-04
四川省	15	0	0.0184		2016-01
重庆市	196	0	0.6262		2004-04
辽宁省	105	0	0.249		2005-12
贵州省	68	0	0.181		2007-11
西藏	16	0	0.5039		2016-11
北京市	17	0	0.0804		2014-11
安徽省	244	0	0.4012		2005-11
湖北省	30	0	0.0521		2012-02
安徽省	269	0	0.4403		2007-06
重庆市	78	0	0.2747		2009-02
四川省	453	1	0.5516	0.0012	2006-01
甘肃省	5	0	0.019		2009-11
新疆	1115	0	5.9933		2004-05
湖北省	23	0	0.0397		2014-10
贵州省	944	1	2.4693	0.0026	2004-06
四川省	146	0	0.1816		2011-02
福建省	109	0	0.3064		2007-02
天津市	2	0	0.0155		2011-02
广西	9	0	0.0194		2012-07
青海省	5	0	0.0906		2008-11
天津市	23	0	0.2208		2005-01
安徽省	684	0	1.1245		2015-03
广东省	21	0	0.0196		2015-12
山东省	103	0	0.112		2005-02
宁夏	2	0	0.033		2009-08
黑龙江省	4	0	0.0105		2010-11
北京市	32	0	0.1823		2010-09
全国	656	0	0.0494		2009-12
湖南省	32	1	0.0485	0.0015	2012-04
吉林省	4	0	0.0145		2016-01
江西省	25	0	0.055		2015-07
江西省	2	0	0.0045		2011-08
河北省	8	0	0.0114		2010-10
河南省	84	0	0.0867		2004-01
广西	6	0	0.0126		2008-12
新疆	9	0	0.0397		2014-10
广西	443	1	0.9462	0.0021	2013-05
云南省	464	0	1.051		2005-05
辽宁省	455	0	1.0364		2014-06
云南省	131	0	0.2884		2009-03
四川省	594	1	0.7254	0.0012	2005-07
宁夏	3	0	0.0503		2006-02
建设兵团	2	0	0.0777		2011-02
广东省	2242	2	2.4385	0.0022	2006-05
四川省	45	0	0.0557		2013-01
浙江省	199	0	0.3842		2010-04
安徽省	314	0	0.5244		2013-05
天津市	2	0	0.0132		2015-07
青海省	27	0	0.4711		2013-10
新疆	9	0	0.0403		2013-10
宁夏	1	0	0.0159		2011-01
广西	77	0	0.1632		2007-06
贵州省	554	0	1.4491		2004-01
建设兵团	28	0	1.0365		2014-04
河北省	21	0	0.0288		2013-10
山西省	54	0	0.1496		2013-05
吉林省	1066	0	3.8991		2009-05
河南省	158	0	0.1678		2014-04
重庆市	205	0	0.7327		2006-06
新疆	695	0	3.0238		2016-04
浙江省	1843	2	3.6423	0.004	2008-05
海南省	1	0	0.0113		2013-08
内蒙古	335	0	1.3976		2007-01
建设兵团	31	0	1.1475		2014-06
广东省	20	0	0.019		2012-02
贵州省	6	0	0.0173		2011-05
江苏省	279	0	0.3505		2015-07
建设兵团	6	0	0.2326		2007-03
安徽省	20	0	0.031		2004-01
甘肃省	7	0	0.0272		2013-07
吉林省	1	0	0.0036		2011-08
云南省	14	0	0.0299		2014-08
上海市	85	0	0.3621		2012-08
云南省	3	0	0.0065		2011-01
辽宁省	35	0	0.0797		2014-08
江苏省	1	0	0.0013		2013-07
山西省	8	0	0.022		2014-07
北京市	10	0	0.057		2010-11
浙江省	18	0	0.0327		2015-10
江苏省	91	0	0.1143		2015-01
内蒙古	1	0	0.004		2013-10
湖南省	11	0	0.0163		2016-10
青海省	21	0	0.3789		2009-11
湖南省	289	0	0.4327		2004-02
辽宁省	172	0	0.3986		2009-07
陕西省	3	0	0.0079		2016-01
山东省	86	0	0.0918		2008-10
浙江省	600	0	1.2048		2007-06
全国	2577	3	0.1931	0.0002	2010-02
河北省	6	0	0.0083		2012-06
北京市	90	0	0.5852		2006-09
黑龙江省	5	0	0.0133		2004-03
重庆市	129	0	0.4594		2007-11
海南省	10	0	0.1107		2016-08
江西省	320	1	0.7423	0.0023	2006-05
广东省	25	0	0.024		2011-11
甘肃省	254	0	0.9804		2016-06
西藏	17	0	0.5353		2015-12
湖南省	137	0	0.2177		2005-10
河北省	429	1	0.6219	0.0014	2007-01
贵州省	2	0	0.0057		2016-05
天津市	56	0	0.3692		2015-04
湖北省	155	0	0.2682		2013-01
福建省	275	0	0.7648		2004-04
广西	2	0	0.0041		2010-07
上海市	5	0	0.021		2013-12
西藏	4	0	0.1424		2007-02
广西	65	0	0.1377		2007-04
四川省	47	0	0.0577		2016-06
吉林省	67	0	0.2454		2008-06
四川省	197	0	0.2406		2005-08
河北省	75	0	0.108		2008-08
辽宁省	18	0	0.0419		2008-08
福建省	11	0	0.0298		2011-08
湖北省	4	0	0.0069		2016-11
广西	48	0	0.1017		2014-09
西藏	6	0	0.2069		2010-05
河南省	454	0	0.484		2006-07
云南省	661	0	1.4973		2005-04
云南省	183	0	0.4203		2004-01
吉林省	5	0	0.0182		2012-07
广西	17	0	0.036		2007-09
贵州省	4	0	0.0106		2009-08
山西省	3	0	0.0082		2016-09
广西	33	0	0.0705		2013-03
广西	4	0	0.0082		2010-06
湖南省	4	0	0.0061		2012-11
贵州省	3	0	0.0086		2012-04
河南省	1055	2	1.1189	0.0021	2009-02
福建省	316	0	0.8993		2005-04
吉林省	165	0	0.6035		2009-07
吉林省	3	0	0.0109		2011-03
江西省	4	0	0.0088		2014-06
四川省	16	0	0.0198		2013-08
山东省	105	0	0.1121		2008-09
重庆市	10	0	0.0343		2012-06
河南省	16	0	0.017		2012-12
贵州省	2	0	0.0057		2016-08
天津市	3	0	0.0221		2012-04
广西	215	0	0.4651		2005-03
河南省	607	0	0.6505		2005-02
山西省	11	0	0.0302		2015-08
贵州省	15	1	0.0428	0.0029	2014-05
河南省	372	0	0.3966		2006-11
浙江省	107	0	0.2066		2010-06
黑龙江省	62	0	0.1623		2006-07
海南省	14	0	0.1706		2005-02
山东省	87	0	0.0935		2007-08
内蒙古	17	0	0.0704		2009-02
陕西省	204	0	0.5484		2006-04
天津市	2	0	0.0148		2012-06
重庆市	163	0	0.5207		2004-06
全国	11210	5	0.8528	0.0004	2007-03
江苏省	2	0	0.0025		2012-09
四川省	52	0	0.0639		2016-10
浙江省	7	0	0.0127		2015-11
建设兵团	2	0	0.0787		2005-07
重庆市	233	0	0.8327		2006-05
建设兵团	377	0	14.5857		2008-02
内蒙古	4	0	0.016		2016-08
广西	35	0	0.0736		2015-07
湖北省	76	0	0.1307		2015-07
云南省	7	0	0.0154		2009-07
天津市	2	0	0.0148		2012-02
安徽省	50	0	0.0815		2009-10
江苏省	112	0	0.1498		2006-10
陕西省	160	0	0.4284		2007-01
甘肃省	1	0	0.0039		2012-03
内蒙古	103	0	0.4112		2015-02
宁夏	9	0	0.1527		2005-11
重庆市	118	0	0.4202		2007-09
江西省	4	0	0.0089		2012-05
福建省	5	0	0.0136		2011-12
上海市	269	0	1.4244		2009-04
山东省	509	1	0.5504	0.0011	2006-02
西藏	26	0	0.8188		2016-12
吉林省	27	0	0.0992		2007-03
新疆	16	0	0.0796		2006-03
湖北省	399	0	0.7001		2008-03
安徽省	655	1	1.0939	0.0017	2013-04
广东省	394	0	0.3674		2015-05
湖南省	663	0	1.0454		2007-04
陕西省	20	0	0.053		2016-07
江苏省	1016	1	1.3325	0.0013	2008-04
黑龙江省	17	0	0.0444		2009-11
安徽省	18	0	0.0294		2010-10
辽宁省	453	1	1.0732	0.0024	2006-01
广西	207	3	0.4478	0.0065	2005-01
建设兵团	5	0	0.1946		2006-03
山西省	48	0	0.1329		2013-06
广西	164	0	0.344		2008-06
黑龙江省	500	0	1.3069		2010-06
陕西省	12	0	0.0324		2005-10
湖北省	471	0	0.8265		2008-04
山东省	43	0	0.0444		2013-11
云南省	122	0	0.2619		2013-04
甘肃省	359	0	1.3923		2005-01
安徽省	12	0	0.0199		2014-09
上海市	5	0	0.026		2010-01
江苏省	11	0	0.0142		2010-10
辽宁省	4	0	0.0091		2015-11
新疆	21	0	0.0986		2009-07
安徽省	271	1	0.4456	0.0016	2005-01
浙江省	26	0	0.0531		2006-11
江苏省	293	2	0.3843	0.0026	2008-11
湖南省	1153	2	1.8143	0.0031	2008-03
甘肃省	30	0	0.1151		2007-02
四川省	104	0	0.1278		2016-04
甘肃省	16	0	0.0618		2015-09
建设兵团	91	0	3.3298		2016-02
建设兵团	20	0	0.7783		2006-04
海南省	20	0	0.2456		2004-05
天津市	6	0	0.0408		2014-10
西藏	3	0	0.1083		2006-11
河南省	1275	0	1.3593		2006-05
上海市	55	0	0.3093		2006-06
吉林省	24	0	0.0879		2008-07
山西省	465	0	1.386		2006-04
江苏省	15	0	0.0189		2014-06
湖南省	3	0	0.0047		2009-10
浙江省	561	0	1.1265		2007-07
云南省	28	0	0.0597		2014-06
宁夏	2	0	0.0336		2006-10
山西省	3	0	0.0083		2013-08
安徽省	8	0	0.0134		2011-01
上海市	102	0	0.562		2007-09
全国	18641	7	1.4256	0.0005	2006-04
广东省	189	0	0.2		2008-12
青海省	1	0	0.0178		2011-01
江苏省	202	0	0.2649		2008-10
西藏	56	0	1.8671		2011-07
山西省	4	0	0.0117		2010-10
广东省	963	2	1.035	0.0021	2007-01
江西省	79	0	0.1833		2006-08
江苏省	5	0	0.0063		2012-12
山西省	58	0	0.159		2015-06
上海市	19	0	0.0798		2013-02
河南省	1434	1	1.5321	0.0011	2008-04
重庆市	157	1	0.553	0.0035	2009-01
全国	9806	4	0.7384	0.0003	2009-05
内蒙古	302	0	1.2469		2010-05
黑龙江省	26	0	0.068		2009-01
河北省	260	0	0.3795		2006-12
上海市	153	0	0.6427		2013-05
黑龙江省	67	0	0.1751		2010-01
云南省	22	0	0.0475		2012-04
福建省	8	0	0.022		2009-02
河北省	323	0	0.4652		2008-06
安徽省	94	0	0.1536		2008-11
青海省	2	0	0.0346		2014-10
西藏	1	0	0.0356		2007-05
内蒙古	588	0	2.4449		2008-06
辽宁省	228	0	0.5407		2005-07
甘肃省	1139	1	4.3523	0.0038	2008-05
黑龙江省	59	0	0.1539		2015-06
安徽省	32	0	0.0538		2011-06
吉林省	116	0	0.4282		2005-11
广东省	1092	0	1.3729		2004-06
新疆	212	0	0.9495		2013-06
山西省	7	0	0.0204		2010-01
安徽省	17	0	0.0286		2011-09
天津市	31	0	0.2194		2013-03
江苏省	5	0	0.0064		2011-12
上海市	10	0	0.0426		2012-01
重庆市	4	0	0.0134		2016-09
河南省	7	0	0.0074		2011-12
江苏省	3	0	0.0038		2012-05
黑龙江省	37	0	0.0967		2010-08
黑龙江省	223	0	0.5832		2008-06
江西省	59	0	0.1351		2008-01
上海市	18	0	0.0742		2016-06
江苏省	210	0	0.2775		2004-07
安徽省	14	0	0.023		2016-10
青海省	31	0	0.5563		2010-03
海南省	8	0	0.0947		2008-05
新疆	11	0	0.0547		2006-11
甘肃省	119	0	0.4566		2007-05
四川省	114	0	0.14		2015-07
海南省	1	0	0.0116		2010-11
湖南省	698	0	1.0983		2008-07
山西省	15	0	0.042		2011-05
甘肃省	3	0	0.0117		2012-07
湖北省	384	0	0.6745		2007-05
吉林省	11	0	0.0413		2004-05
陕西省	142	0	0.3765		2010-07
西藏	5	0	0.1779		2007-11
福建省	116	0	0.3239		2008-03
安徽省	14	0	0.0234		2013-12
湖北省	206	1	0.3429	0.0017	2004-12
全国	8912	11	0.678	0.0008	2007-01
四川省	118	0	0.1467		2011-06
山西省	87	0	0.2578		2007-08
广西	75	0	0.1589		2007-07
湖南省	218	0	0.3464		2005-11
黑龙江省	5	0	0.0131		2011-07
山西省	27	0	0.0788		2010-07
黑龙江省	95	0	0.2484		2009-07
江西省	38	0	0.0876		2007-12
甘肃省	357	0	1.3763		2006-05
新疆	5	0	0.0252		2005-08
河南省	453	0	0.4829		2006-02
云南省	18	0	0.0389		2012-03
天津市	446	0	4		2008-04
天津市	2	0	0.0215		2004-02
天津市	1	0	0.0066		2015-09
内蒙古	4	0	0.0161		2012-08
陕西省	43	0	0.1151		2007-09
黑龙江省	426	0	1.1152		2006-06
湖南省	969	3	1.4596	0.0045	2013-04
吉林省	724	0	2.6657		2006-05
江西省	301	0	0.6982		2006-04
内蒙古	321	0	1.3453		2006-03
四川省	101	0	0.1256		2011-07
上海市	46	0	0.1896		2015-07
四川省	140	0	0.171		2010-12
云南省	150	0	0.3323		2008-08
福建省	1	0	0.0027		2012-03
甘肃省	777	0	3.0134		2005-05
河北省	57	0	0.0838		2004-10
山东省	18	0	0.0195		2006-10
陕西省	93	0	0.25		2006-07
内蒙古	131	0	0.523		2015-04
安徽省	21	0	0.0353		2011-07
湖北省	15	0	0.0262		2011-07
河南省	55	0	0.0583		2009-11
青海省	26	0	0.4576		2012-01
辽宁省	2	0	0.0048		2004-10
吉林省	1	0	0.0038		2004-11
河北省	115	0	0.1691		2004-04
全国	5584	13	0.4248	0.001	2007-12
西藏	1	0	0.0356		2007-01
辽宁省	3	0	0.0068		2013-03
黑龙江省	1	0	0.0026		2013-08
江苏省	8	0	0.0101		2014-11
河南省	267	0	0.2846		2006-08
内蒙古	115	0	0.4842		2005-07
重庆市	495	1	1.7578	0.0036	2008-04
黑龙江省	12	0	0.0314		2008-11
浙江省	159	0	0.2921		2011-03
青海省	24	0	0.4348		2008-04
浙江省	680	0	1.4469		2004-07
安徽省	1753	1	2.8821	0.0016	2005-04
云南省	3	0	0.0066		2010-09
辽宁省	25	0	0.057		2013-11
北京市	37	0	0.2498		2004-05
云南省	7	0	0.0152		2011-08
山西省	65	0	0.1782		2016-05
湖北省	19	0	0.0332		2011-09
甘肃省	72	0	0.2751		2008-09
青海省	23	0	0.4127		2010-07
云南省	268	0	0.5978		2007-10
上海市	3	0	0.013		2011-07
青海省	21	0	0.3599		2016-01
贵州省	3	0	0.0079		2009-10
西藏	98	0	3.5752		2005-12
贵州省	9	0	0.0243		2005-07
辽宁省	1	0	0.0023		2012-09
吉林省	44	0	0.1599		2015-05
安徽省	543	0	0.8875		2008-03
吉林省	115	0	0.4223		2007-04
辽宁省	5	0	0.0118		2006-11
海南省	1	0	0.0115		2011-06
安徽省	51	0	0.0832		2010-04
福建省	10	0	0.0275		2009-06
辽宁省	3	0	0.0068		2016-09
宁夏	1	0	0.0159		2011-10
北京市	171	0	0.7948		2015-05
青海省	119	0	2.0762		2013-05
建设兵团	2	0	0.0778		2006-01
吉林省	113	0	0.4139		2008-03
山西省	40	0	0.1108		2013-02
天津市	393	0	3.1999		2010-03
福建省	28	0	0.0782		2008-09
宁夏	2	0	0.0306		2014-08
重庆市	1	0	0.0035		2010-12
广西	151	0	0.3167		2008-04
天津市	4	0	0.0384		2005-10
河北省	10	0	0.0138		2012-05
江苏省	106	0	0.1418		2006-11
辽宁省	107	0	0.2438		2013-12
河北省	509	0	0.743		2006-02
青海省	321	2	5.502	0.0343	2015-03
辽宁省	932	0	2.2101		2005-05
上海市	34	0	0.177		2010-06
内蒙古	5	0	0.02		2016-11
四川省	20	0	0.0248		2012-10
内蒙古	5	0	0.0202		2011-02
湖南省	20	0	0.0297		2016-01
江苏省	170	0	0.2252		2007-08
福建省	43	0	0.1139		2014-05
四川省	14	0	0.0171		2010-01
福建省	102	0	0.2837		2004-01
广东省	56	0	0.0526		2014-11
重庆市	50	1	0.1597	0.0032	2004-01
贵州省	77	0	0.2064		2006-12
河北省	124	0	0.1821		2005-08
山东省	19	0	0.0205		2006-12
天津市	8	0	0.0744		2007-10
河南省	182	0	0.1935		2013-03
北京市	28	0	0.1771		2007-11
河南省	95	0	0.1009		2014-10
新疆	303	1	1.3382	0.0044	2014-04
四川省	529	1	0.6499	0.0012	2015-02
河北省	4	0	0.0055		2012-03
青海省	27	0	0.5004		2004-10
青海省	96	0	1.7061		2011-05
河北省	16	0	0.0217		2016-12
宁夏	4	0	0.0671		2006-06
天津市	8	0	0.068		2009-12
浙江省	95	0	0.1725		2016-04
陕西省	142	0	0.3802		2007-08
青海省	12	0	0.2094		2013-01
江苏省	277	0	0.366		2004-06
江西省	19	0	0.0418		2015-08
重庆市	451	0	1.5185		2014-08
福建省	21	1	0.0578	0.0028	2009-04
江苏省	877	1	1.1758	0.0013	2005-06
全国	3862	3	0.285	0.0002	2014-07
安徽省	252	0	0.3911		2004-04
广东省	43	0	0.0409		2012-03
山东省	65	0	0.069		2009-07
新疆	23	0	0.1157		2005-07
湖南省	2	0	0.003		2011-02
陕西省	148	0	0.3924		2010-05
宁夏	37	0	0.5593		2015-03
北京市	13	0	0.0822		2007-10
吉林省	46	0	0.1672		2013-05
云南省	192	0	0.4409		2004-08
青海省	48	0	0.8896		2004-05
宁夏	110	0	1.8837		2004-12
上海市	47	0	0.1938		2015-08
山西省	725	0	2.174		2005-06
福建省	2	0	0.0055		2010-06
广东省	46	0	0.0441		2011-05
北京市	1001	0	6.5084		2006-04
广西	34	0	0.073		2006-09
四川省	13	0	0.0159		2009-12
全国	14079	6	1.0655	0.0005	2008-06
四川省	173	1	0.2151	0.0012	2011-05
安徽省	45	0	0.0746		2014-07
北京市	153	0	0.9959		2005-12
福建省	318	0	0.888		2008-05
上海市	40	0	0.299		2004-12
四川省	191	1	0.2375	0.0012	2011-03
甘肃省	68	0	0.2625		2016-08
四川省	33	0	0.0403		2010-11
安徽省	12	0	0.02		2013-11
河南省	45	0	0.0474		2010-10
北京市	73	0	0.3393		2015-06
西藏	1	0	0.0348		2009-01
海南省	3	0	0.0355		2008-01
山东省	4	0	0.0042		2011-10
山西省	226	0	0.6819		2004-12
宁夏	2	0	0.0313		2012-04
西藏	1	0	0.0356		2007-07
辽宁省	23	0	0.0524		2015-06
浙江省	2	0	0.0037		2012-08
福建省	70	0	0.1868		2013-08
湖北省	157	0	0.2749		2009-08
黑龙江省	83	0	0.2165		2015-04
全国	1955	2	0.1458	0.0001	2011-05
重庆市	2	0	0.007		2010-10
全国	3540	0	0.2723		2005-12
建设兵团	2	0	0.0787		2005-01
江西省	56	0	0.1299		2006-02
重庆市	4	0	0.014		2010-03
江西省	5	0	0.0113		2010-12
江西省	3	0	0.0068		2010-01
全国	7268	0	0.5334		2015-05
广西	162	0	0.346		2013-06
浙江省	293	0	0.5982		2006-03
河北省	70	0	0.1022		2006-10
福建省	3	0	0.0079		2016-09
甘肃省	61	0	0.2385		2011-02
福建省	1	0	0.0026		2016-01
河南省	150	0	0.1593		2014-03
黑龙江省	13	0	0.0339		2016-03
宁夏	1	0	0.0159		2011-02
新疆	303	0	1.3183		2015-04
安徽省	538	0	0.8769		2009-06
江西省	3	0	0.0066		2016-11
上海市	7	0	0.0298		2012-11
广东省	1745	0	1.8468		2008-07
北京市	58	0	0.3915		2004-12
云南省	10	0	0.0218		2011-06
江苏省	575	0	0.7224		2015-06
全国	2825	2	0.2161	0.0002	2006-10
安徽省	527	0	0.8614		2008-06
海南省	114	0	1.3768		2006-01
云南省	43	0	0.0912		2015-02
河北省	491	0	0.665		2016-04
甘肃省	174	0	0.6803		2011-05
安徽省	75	0	0.1225		2006-08
全国	2245	2	0.1657	0.0001	2014-01
陕西省	80	0	0.2127		2009-05
山东省	36	0	0.0372		2013-01
广东省	388	0	0.3618		2015-07
海南省	3	0	0.0355		2008-02
陕西省	1	0	0.0026		2015-12
安徽省	7	0	0.0118		2011-12
贵州省	1	0	0.0029		2016-09
重庆市	15	0	0.0528		2009-07
陕西省	359	0	0.9612		2007-05
贵州省	11	0	0.029		2010-07
河南省	1127	1	1.2015	0.0011	2006-04
河南省	377	0	0.389		2004-12
江西省	543	0	1.2694		2005-05
天津市	21	0	0.1786		2009-03
甘肃省	61	0	0.2315		2010-09
江西省	2	0	0.0045		2011-07
四川省	26	0	0.0318		2010-03
河南省	24	0	0.0255		2011-02
内蒙古	643	0	2.6949		2006-05
黑龙江省	76	0	0.1986		2010-07
内蒙古	5	0	0.0202		2011-03
重庆市	212	0	0.7138		2014-11
辽宁省	2	0	0.0046		2012-11
吉林省	3	0	0.011		2010-01
河南省	66	0	0.0701		2014-02
内蒙古	2	0	0.0081		2011-10
青海省	8	0	0.1371		2015-12
江西省	28	0	0.0616		2016-03
全国	5056	6	0.3807	0.0005	2009-06
江西省	10	0	0.0227		2009-12
江苏省	79	0	0.0992		2016-07
安徽省	333	0	0.5475		2005-07
安徽省	179	0	0.2778		2004-03
山西省	76	0	0.2083		2015-01
吉林省	86	0	0.3175		2005-07
海南省	1	0	0.0111		2015-02
江苏省	281	0	0.3759		2006-01
辽宁省	4	0	0.0091		2011-01
湖北省	68	0	0.1189		2010-07
江苏省	70	0	0.0925		2004-11
上海市	28	0	0.2093		2004-03
贵州省	5	0	0.0144		2013-03
江苏省	44	0	0.0581		2004-10
山东省	180	0	0.1839		2016-06
上海市	24	0	0.0994		2014-02
安徽省	11	0	0.0184		2013-10
吉林省	2	0	0.0073		2013-09
江西省	38	0	0.0837		2016-07
江西省	29	0	0.0638		2015-05
北京市	1	0	0.005		2012-09
云南省	657	0	1.4764		2006-06
河北省	13	0	0.0178		2013-08
湖南省	426	0	0.6717		2007-01
全国	7512	2	0.5745	0.0002	2006-07
四川省	215	0	0.2618		2006-09
上海市	85	0	0.3504		2015-06
云南省	391	0	0.8662		2008-01
宁夏	2	0	0.0336		2006-08
云南省	29	0	0.0634		2010-05
浙江省	118	0	0.2305		2009-06
西藏	45	0	1.7231		2004-05
黑龙江省	3	0	0.0078		2011-08
山东省	493	1	0.5235	0.0011	2009-02
黑龙江省	5	0	0.0133		2004-04
上海市	29	0	0.1235		2012-09
广东省	1328	0	1.4273		2007-09
甘肃省	23	0	0.0888		2015-10
全国	13925	16	1.0539	0.0012	2008-02
辽宁省	1498	0	3.4123		2014-05
湖南省	76	0	0.1128		2016-04
宁夏	1	0	0.0165		2009-09
内蒙古	1	0	0.004		2012-10
四川省	120	0	0.1474		2015-06
新疆	18	0	0.0783		2016-09
福建省	5	0	0.0138		2010-05
河南省	18	0	0.0192		2012-06
贵州省	91	0	0.2422		2007-07
福建省	229	0	0.6436		2007-04
安徽省	315	0	0.5149		2008-02
重庆市	98	0	0.3131		2004-11
宁夏	2	0	0.0309		2013-06
重庆市	671	0	2.3896		2007-04
吉林省	536	0	1.9482		2014-06
云南省	231	0	0.5117		2008-07
北京市	307	0	1.8112		2009-04
浙江省	211	0	0.3877		2011-04
全国	2196	0	0.162		2014-08
吉林省	2	0	0.0073		2016-08
河北省	271	0	0.398		2005-07
江苏省	168	0	0.2111		2015-02
贵州省	140	0	0.3726		2007-05
重庆市	32	0	0.1147		2005-09
上海市	7	0	0.029		2014-01
江西省	482	0	1.1268		2005-03
河北省	18	0	0.0245		2014-11
江西省	29	0	0.0678		2005-09
陕西省	130	0	0.3495		2006-06
北京市	13	0	0.0663		2011-03
吉林省	27	0	0.0982		2013-07
广东省	232	0	0.2208		2012-08
山东省	1793	0	1.9142		2008-04
辽宁省	21	0	0.0478		2016-03
河南省	97	0	0.1031		2013-05
新疆	13	0	0.0647		2006-09
广东省	168	0	0.2112		2004-12
青海省	53	0	0.951		2010-04
陕西省	1	0	0.0027		2014-10
新疆	65	0	0.2979		2011-01
辽宁省	72	0	0.1667		2010-06
贵州省	573	0	1.4988		2004-07
北京市	116	1	0.7103	0.0061	2008-08
黑龙江省	2	0	0.0052		2011-01
海南省	42	0	0.5118		2005-05
新疆	53	0	0.2637		2006-06
青海省	5	0	0.0906		2008-09
陕西省	1	0	0.0027		2014-09
海南省	5	0	0.0553		2016-09
福建省	27	0	0.0715		2014-08
浙江省	100	0	0.2042		2006-09
江苏省	18	0	0.0234		2009-11
河南省	118	0	0.1251		2009-08
西藏	19	0	0.7275		2004-12
重庆市	102	0	0.3645		2006-01
青海省	170	0	2.9422		2014-04
内蒙古	6	0	0.024		2016-10
广东省	46	0	0.0477		2010-09
云南省	318	0	0.6825		2013-02
青海省	95	0	1.6283		2016-04
河北省	26	0	0.037		2010-09
内蒙古	17	0	0.0707		2008-12
陕西省	1	0	0.0027		2012-12
吉林省	331	0	1.2187		2006-01
全国	8358	2	0.643	0.0002	2004-06
全国	2340	1	0.1717	0.0001	2016-06
江苏省	932	0	1.214		2009-02
上海市	13	0	0.0972		2004-02
内蒙古	38	0	0.1593		2006-11
湖南省	9	0	0.0136		2012-06
江苏省	1	0	0.0013		2016-10
全国	9263	8	0.7047	0.0006	2007-02
四川省	512	0	0.63		2008-01
河南省	785	2	0.8387	0.0021	2008-01
湖北省	92	0	0.1531		2004-06
安徽省	237	0	0.3678		2004-05
宁夏	147	0	2.4274		2009-04
天津市	30	0	0.2443		2010-08
广西	3	0	0.0063		2016-03
江西省	9	1	0.02	0.0022	2013-02
天津市	25	0	0.24		2005-09
全国	1727	0	0.1294		2010-07
吉林省	14	0	0.0509		2015-07
新疆	45	0	0.2063		2011-12
湖南省	746	0	1.1853		2005-06
广东省	1246	0	1.1706		2014-05
甘肃省	10	0	0.0387		2014-02
浙江省	125	0	0.2269		2015-06
安徽省	30	0	0.0493		2016-12
上海市	157	0	0.845		2008-06
河南省	1758	5	1.8718	0.0053	2007-02
广西	481	0	1.0193		2014-07
上海市	156	0	0.8595		2007-08
江苏省	72	0	0.0905		2016-08
河北省	79	0	0.116		2005-10
青海省	4	0	0.0711		2011-10
陕西省	29	0	0.0773		2013-06
江西省	8	0	0.0178		2012-06
湖南省	119	0	0.1864		2009-06
江苏省	295	0	0.3955		2005-01
上海市	19	0	0.0787		2014-12
浙江省	54	0	0.1042		2010-10
河北省	166	0	0.2442		2004-11
海南省	2	0	0.0242		2006-10
重庆市	146	0	0.5218		2006-11
新疆	137	0	0.596		2015-10
吉林省	11	0	0.04		2015-03
重庆市	544	1	1.9318	0.0036	2008-06
湖南省	105	0	0.1656		2007-10
江苏省	9	0	0.0114		2012-04
陕西省	99	0	0.2641		2008-05
内蒙古	12	0	0.0503		2004-09
重庆市	36	0	0.1203		2016-06
湖南省	24	0	0.0356		2016-09
云南省	22	0	0.0475		2012-01
上海市	101	0	0.5348		2009-02
天津市	3	0	0.0255		2009-08
内蒙古	2	0	0.0081		2012-12
新疆	17	0	0.0751		2014-11
重庆市	3	0	0.0104		2011-09
湖北省	62	0	0.1073		2013-02
新疆	48	0	0.258		2004-09
陕西省	181	0	0.4866		2006-05
广东省	643	0	0.8084		2004-03
贵州省	23	0	0.0621		2005-02
辽宁省	1227	0	2.9069		2006-05
广东省	776	1	0.8213	0.0011	2008-02
山东省	2	0	0.0021		2012-02
重庆市	26	0	0.0869		2016-03
西藏	49	0	1.7253		2008-03
安徽省	139	0	0.2305		2014-05
福建省	14	0	0.0385		2009-05
广西	6	0	0.0127		2014-11
内蒙古	41	0	0.171		2007-08
山西省	5	0	0.0146		2010-12
辽宁省	8	0	0.0182		2016-07
甘肃省	13	0	0.0499		2007-09
山西省	26	0	0.0775		2006-11
北京市	205	0	1.3329		2006-01
青海省	6	0	0.1095		2007-01
广东省	331	0	0.3468		2009-02
湖北省	13	0	0.0224		2016-02
西藏	7	0	0.2439		2009-05
天津市	259	0	2.3229		2008-01
